maxPlayerLevel;numberOfAttemptedLevels;attemptsOnTheHighestLevel;totalNumOfAttempts;averageNumOfTurnsPerCompletedLevel;doReturnOnLowerLevels;numberOfBoostersUsed;fractionOfUsefullBoosters;totalScore;totalBonusScore;totalStarsCount;numberOfDaysActuallyPlayed 
12;13;1;16;15.3076923077;0;4;0.75;2504000;2325;28;2
44;1;1;1;0;0;1;0;0;0;0;1
4;5;1;6;9.6666666667;1;1;1;1892000;1250;12;1
4;5;1;5;9.4;0;1;1;987000;1250;12;1
5;6;1;7;10;0;1;1;1090000;1300;14;1
15;16;12;38;16.4666666667;0;5;0.8;3309000;2375;32;6
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
39;40;8;77;19.2564102564;0;18;0.7222222222;10373000;6625;87;5
19;20;6;33;16.9473684211;0;8;0.25;5004000;3575;47;3
2;3;1;3;6.6666666667;0;0;0;356000;575;4;1
1;2;1;2;7.5;0;0;0;363000;500;3;1
16;17;2;26;14.9375;0;5;1;3957000;3075;40;2
19;20;3;65;16.1578947368;0;9;0.2222222222;4068000;3000;41;8
16;2;3;5;3;1;2;0;113000;0;3;1
25;26;1;46;16.92;0;14;0.5714285714;6136000;4200;58;5
19;20;6;33;16.7368421053;0;4;0.75;4526000;3375;43;3
8;9;1;10;14.7777777778;0;2;1;2163000;1875;20;1
3;4;1;4;7.5;0;0;0;610000;900;9;1
6;7;1;10;10.5714285714;0;2;1;1425000;1450;16;2
1;2;1;2;5;0;0;0;238000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
14;6;1;7;18.6;0;2;0.5;938000;475;7;2
6;7;1;7;9.8571428571;0;2;1;1319000;1300;15;1
46;2;1;2;14.5;0;2;1;343000;325;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
9;10;2;12;14.8888888889;0;3;1;2164000;2150;26;2
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;3;5;7.6666666667;0;0;0;445000;750;6;1
103;54;23;320;20.6346153846;0;25;0.68;9036000;7450;101;11
1;2;1;2;4;0;0;0;282000;500;3;1
9;10;3;12;14;0;2;1;2389000;2050;25;3
65;66;5;196;20.0972222222;1;26;0.6153846154;16177000;10700;142;11
13;14;2;19;14.9230769231;0;5;0.6;3352000;2525;34;1
10;11;1;15;14.2;0;2;0.5;2187000;1975;26;1
0;1;1;1;3;0;0;0;125000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
102;4;11;30;26.6666666667;0;1;1;475000;475;6;5
5;6;1;7;9.5;0;2;1;1209000;1300;14;1
42;43;2;79;19.5;0;29;0.6551724138;10815000;6975;91;9
3;4;1;4;9.75;0;0;0;807000;1000;9;1
4;5;1;5;9.4;0;1;1;1216000;1250;12;1
15;16;2;29;15.8;0;7;0.7142857143;4014000;2800;36;1
39;40;6;99;18.9230769231;0;9;0.7777777778;11074000;7150;93;9
14;15;3;25;15.2142857143;0;3;1;2882000;2800;36;2
17;18;1;26;16.1764705882;0;6;0.6666666667;4637000;3125;42;5
16;17;2;35;15.25;0;9;0.4444444444;3856000;2825;37;4
27;13;2;26;19.3333333333;0;4;0.75;3277000;2050;27;3
10;11;5;15;15.4;0;4;1;1963000;1875;24;2
55;20;2;65;22.3636363636;1;6;0.5;4347000;3225;41;7
0;1;1;1;3;0;0;0;113000;250;0;1
5;6;1;6;10.5;0;1;1;1124000;1300;13;1
0;1;1;1;3;0;0;0;150000;250;0;1
15;16;1;27;15.4;0;5;0.4;3466000;2875;38;3
6;7;1;7;11.4285714286;0;2;1;1789000;1650;18;1
12;13;1;15;14.2307692308;0;4;1;2790000;2550;31;4
9;10;2;11;13.5;0;2;1;2300000;2050;25;1
25;26;1;49;16.92;0;12;0.75;7375000;4750;62;5
9;10;2;12;13.7777777778;0;2;0.5;1974000;1775;22;2
2;3;1;3;7.6666666667;0;0;0;349000;650;6;1
21;22;4;33;16.1428571429;0;4;0.75;5491000;3825;52;2
49;50;3;97;19.52;0;27;0.5925925926;12820000;7925;103;11
2;3;1;3;6.3333333333;0;0;0;433000;575;6;1
4;5;1;6;9.8;0;1;1;1023000;1250;12;1
13;14;6;27;14.0714285714;1;11;0.5454545455;3277000;2350;32;4
34;35;1;75;17.5142857143;0;20;0.8;8574000;5400;72;4
42;43;1;85;19.4523809524;0;23;0.652173913;11332000;6975;92;5
34;3;12;21;25;0;0;0;145000;150;2;4
10;11;3;15;13.1;0;2;1;2046000;1800;25;1
3;4;1;4;8;0;0;0;895000;900;8;1
39;5;3;13;25.5;0;1;0;1368000;725;9;2
50;51;3;153;19.58;0;25;0.76;12076000;8425;109;10
6;6;2;8;9.375;1;1;1;1559000;1400;17;1
42;37;5;58;21.5555555556;0;17;0.6470588235;8595000;5700;79;3
2;3;2;4;6;0;0;0;402000;750;6;1
39;40;8;134;19.1794871795;0;28;0.4285714286;10196000;6375;85;12
1;2;1;2;4;0;0;0;244000;500;3;1
10;11;2;18;13.9090909091;1;2;1;2324000;1975;26;2
12;13;1;15;15.4615384615;0;5;1;3022000;2425;30;1
10;7;1;8;16.5714285714;0;2;1;1436000;1100;15;2
1;2;1;2;4;0;0;0;232000;400;3;1
1;2;1;2;5.5;0;0;0;276000;500;3;1
15;16;8;33;15.4666666667;0;7;0.7142857143;3697000;2775;37;4
40;41;1;65;18.9512195122;1;24;0.75;10692000;7075;90;9
6;7;1;7;11.4285714286;0;2;1;1636000;1200;14;2
2;3;1;3;6;0;0;0;363000;650;5;1
50;51;2;83;19.46;0;22;0.5;13027000;8725;116;4
0;1;1;1;3;0;0;0;150000;250;0;1
32;16;1;19;22.1875;0;5;1;3853000;2575;34;8
46;8;13;72;19.2857142857;0;6;0.5;1139000;1100;14;11
17;18;1;24;16.6470588235;0;10;0.7;4287000;3250;41;4
2;3;1;3;4.5;0;0;0;238000;500;6;1
5;6;2;7;10.5;0;0;0;1406000;1400;15;1
65;66;41;247;20.3432835821;1;32;0.65625;15871000;10325;137;11
5;6;1;6;10.6666666667;0;1;1;1023000;1225;12;1
1;2;1;2;5;0;0;0;269000;500;3;1
44;11;5;23;25.2;0;5;0.6;2205000;1875;23;2
4;5;1;5;9.2;0;1;1;1395000;1250;12;1
6;7;1;8;12.4285714286;0;2;1;1365000;1475;17;1
1;2;1;2;6;0;0;0;294000;500;3;1
1;2;3;4;3;0;0;0;113000;250;3;1
10;11;5;15;15.7;0;3;1;1762000;1700;23;1
8;2;1;2;16.5;0;2;1;472000;400;3;1
27;5;2;8;18;0;1;0;1207000;900;11;4
15;16;5;22;15.5333333333;0;5;0.6;3872000;2900;38;2
31;32;1;74;17.7058823529;1;13;0.6153846154;9259000;5875;76;5
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;1;12;13.8;0;2;1;1654000;1450;21;2
42;18;9;46;21.9411764706;0;11;0.5454545455;4412000;3000;40;9
1;2;2;3;4.5;0;0;0;344000;500;3;1
7;8;1;8;13.25;0;3;1;1899000;1450;17;2
16;13;2;24;16.5;0;4;1;3321000;2475;33;4
15;16;7;30;14.3333333333;0;4;0.75;3844000;2675;36;2
50;51;35;125;19.52;0;29;0.5862068966;12793000;8425;110;8
34;5;1;5;25;0;4;1;1528000;650;8;1
30;31;1;57;17.9032258065;0;12;0.8333333333;9146000;5325;65;4
10;11;2;14;13.8;0;2;0.5;2113000;1975;27;2
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;150000;250;0;1
16;17;1;30;15.8235294118;0;6;0.5;4500000;3200;37;4
13;14;4;28;15.4210526316;1;3;1;4897000;3000;39;1
42;7;2;21;23.8333333333;1;3;0.3333333333;1588000;800;12;3
9;10;5;14;15.7;0;4;1;1665000;1750;22;2
4;5;1;5;9.8;0;1;1;1074000;975;9;1
15;16;4;20;15.7333333333;0;7;0.8571428571;3860000;3000;40;1
20;21;1;26;16.85;0;4;1;5006000;3575;47;2
3;4;1;4;8.75;0;0;0;746000;1000;9;1
33;34;1;62;18.3939393939;0;17;0.7058823529;8775000;6050;79;4
6;7;1;10;10.4285714286;0;2;1;1145000;950;11;1
19;20;5;103;18.8163265306;1;10;0.7;10933000;4225;54;8
11;12;1;12;14.75;0;2;1;3370000;2475;29;2
3;4;1;4;7.25;0;0;0;581000;825;9;1
46;47;15;100;19.1739130435;0;13;0.7692307692;11576000;7800;104;9
4;5;2;6;10.2;0;2;0.5;1091000;1150;11;1
8;9;1;11;13.375;0;3;0.6666666667;2054000;1800;22;1
21;22;15;66;16.2608695652;1;14;0.4285714286;4281000;3200;43;7
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;10;21;14;0;2;1;2295000;1975;27;3
0;1;1;1;3;0;0;0;113000;250;0;1
50;24;16;68;22.2173913043;0;12;0.5;5520000;3625;48;8
49;50;4;92;18.7254901961;1;21;0.8095238095;13650000;8675;114;4
1;2;1;2;7.5;0;0;0;619000;500;3;1
10;2;1;2;14;0;0;0;261000;150;1;1
9;10;2;13;12.1111111111;0;4;0.75;1383000;1450;18;2
11;12;1;13;15.8333333333;0;4;1;2520000;2075;25;1
21;22;13;46;17;0;4;0.5;4698000;3375;45;4
17;4;1;7;18;0;4;0.5;1150000;750;9;3
20;21;2;30;16.2;0;6;0.5;5104000;3650;48;3
5;6;1;6;10.5;0;2;1;1277000;1400;15;1
6;7;2;16;10.4285714286;1;3;0.6666666667;3458000;1575;18;1
5;6;1;7;10.8333333333;0;1;1;907000;1125;13;1
13;14;1;14;14.7692307692;0;4;0.75;3195000;2725;36;2
6;7;1;8;9.6666666667;0;2;0.5;892000;1025;13;2
21;22;5;74;16.3636363636;1;5;0.6;5277000;3850;49;6
58;5;8;13;21.3333333333;1;0;0;584000;400;5;3
14;15;1;18;15.6428571429;0;8;0.625;3296000;2425;33;2
0;1;1;1;3;0;0;0;113000;250;0;1
29;30;1;62;16.7333333333;1;11;0.6363636364;7655000;4925;64;5
0;1;2;2;0;0;0;0;0;0;0;1
86;8;59;141;20.5714285714;0;16;0.125;1312000;1475;18;12
15;16;1;25;14.8666666667;0;5;0.6;4179000;3200;42;2
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;5;22;14.9090909091;1;4;0.5;2105000;1800;23;1
33;34;5;68;17.9696969697;0;10;0.8;7112000;5175;70;4
55;2;17;18;19.8333333333;1;0;0;645000;0;1;3
6;7;3;10;10;0;3;0.3333333333;1376000;1475;17;1
7;8;1;8;11.5;0;1;1;1750000;1450;15;1
16;17;4;25;15.5625;0;8;0.625;3104000;2550;34;3
5;6;1;7;11;1;2;1;1236000;1400;15;1
13;14;1;15;15.5384615385;0;5;0.8;3748000;2625;33;2
1;2;1;2;3;0;0;0;232000;400;3;1
1;2;1;2;6;0;0;0;332000;500;3;1
19;20;4;39;16.3157894737;0;3;0.6666666667;5405000;3400;44;4
21;22;6;36;17.0952380952;0;5;1;4754000;3375;47;3
33;17;3;30;22.875;0;8;0.625;3459000;2325;34;2
21;3;3;8;19.5;0;1;0;289000;75;2;2
1;2;1;2;5;0;0;0;344000;500;3;1
21;22;7;46;16.5;1;6;0.6666666667;5395000;3650;48;7
16;10;1;11;20.9;0;7;0.8571428571;2006000;1350;19;3
4;5;1;6;9.2;0;1;1;975000;1250;12;1
10;11;9;30;13.7;0;3;0.6666666667;2099000;1775;25;4
9;10;1;11;14.3333333333;0;2;0.5;1798000;1875;23;1
9;5;3;7;20.5;0;2;0.5;1105000;900;11;1
20;21;2;35;17.2;0;6;0.5;4307000;3400;43;3
13;14;1;19;15.7142857143;0;3;1;3816000;2800;36;3
41;7;2;8;24;0;4;1;1482000;1175;13;2
15;16;2;23;15.8;0;5;0.8;4050000;3025;40;2
22;18;1;63;17.5405405405;1;14;0.5;7025000;2950;43;5
13;14;3;16;16.4615384615;0;5;0.8;3549000;2625;33;4
49;28;2;95;23.5185185185;1;7;0.5714285714;5175000;4275;56;8
9;10;6;15;13.2222222222;0;2;1;2314000;1950;24;3
21;22;1;34;17.0909090909;1;10;0.7;4706000;3200;42;4
6;7;1;9;10.8571428571;0;2;1;1540000;1475;17;1
16;17;6;26;15.25;0;5;0.6;3287000;2825;37;2
21;22;17;42;16.4285714286;0;4;1;4884000;3800;52;2
49;13;3;91;21.6666666667;0;4;0.25;2312000;1600;20;9
15;16;3;23;15.5333333333;0;6;0.6666666667;4072000;2700;35;2
27;11;1;19;23.0909090909;0;7;0.7142857143;2393000;1600;19;4
7;8;1;8;12.625;0;2;1;1645000;1800;19;1
0;1;1;1;3;0;0;0;125000;250;0;1
10;11;2;14;15;0;3;1;1942000;1950;25;2
6;1;1;1;0;0;1;0;0;0;0;1
0;1;1;1;3;0;0;0;163000;250;0;1
8;9;1;12;14;0;3;0.6666666667;1638000;1600;17;1
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;1;3;5;0;0;0;362000;650;6;1
6;7;2;9;9.1666666667;0;3;0;894000;1025;13;1
5;6;1;6;11.1666666667;0;1;1;1047000;1225;14;1
7;8;1;9;13;0;3;0.6666666667;1410000;1800;19;1
45;27;5;125;20.8461538462;0;15;0.5333333333;6233000;3875;53;13
6;7;1;7;12.4285714286;0;2;1;1280000;1275;15;1
0;1;1;1;3;0;0;0;125000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
12;8;1;9;20.5;0;2;0.5;2610000;1575;18;2
38;11;1;17;24.6;0;5;0.6;2885000;1600;18;7
0;1;1;1;3;0;0;0;113000;250;0;1
44;45;1;87;19.2727272727;1;14;0.6428571429;11394000;7875;104;6
3;4;1;4;8.75;0;0;0;621000;800;8;1
9;10;3;12;13.5555555556;0;4;0.75;1871000;1950;24;2
7;8;1;8;13.75;0;4;1;1416000;1450;16;1
1;2;1;2;4.5;0;0;0;288000;500;3;1
58;17;40;103;21;0;0;0;2630000;2250;30;10
15;16;1;24;15.5333333333;0;4;0.5;3765000;2850;37;2
36;3;1;5;30.3333333333;0;1;1;959000;650;5;2
58;5;22;36;20.75;1;4;0;593000;400;7;4
11;12;1;12;15.4166666667;0;4;1;3162000;2375;28;2
39;40;12;80;18.9761904762;1;16;0.75;11172000;7100;94;5
55;9;2;60;23.3;1;15;0.3333333333;1478000;1125;15;10
0;1;1;1;3;0;0;0;163000;250;0;1
7;8;1;8;13.375;0;3;1;1648000;1525;17;1
4;5;1;5;8.8;0;1;1;1112000;1150;11;1
21;22;4;40;16.4090909091;1;5;1;5199000;3700;49;1
58;38;6;152;21.5625;1;25;0.56;10490000;5825;78;11
1;2;1;2;7.5;0;0;0;338000;500;3;1
5;6;7;12;9;0;1;1;1053000;1300;14;4
50;5;25;49;25.25;0;7;0.1428571429;737000;725;9;8
10;11;2;16;14.7272727273;0;3;1;2278000;2150;24;3
13;14;1;15;16.1538461538;0;5;0.8;3705000;2425;32;2
1;2;1;2;6;0;0;0;257000;500;3;1
21;22;3;39;17.380952381;1;7;0.5714285714;4866000;3700;48;3
4;5;1;5;7.75;0;1;0;892000;1000;12;1
13;14;2;18;15.8461538462;0;3;1;3229000;2375;31;1
0;1;1;1;3;0;0;0;125000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;1;3;9.3333333333;0;0;0;1256000;750;6;1
2;3;1;3;7;0;0;0;345000;550;5;1
37;38;6;69;18.3513513514;0;22;0.7272727273;11132000;6675;89;5
35;36;1;58;18.3142857143;0;18;0.7222222222;9001000;5900;79;4
1;2;1;2;3.5;0;0;0;238000;500;3;1
1;2;1;2;5;0;0;0;394000;500;3;1
6;7;1;7;12.1428571429;0;2;1;1535000;1475;17;1
111;13;1;50;26.4166666667;0;12;0.5;1846000;1575;23;9
13;14;1;18;15.2307692308;0;3;1;3474000;2375;30;1
2;3;1;3;6.3333333333;0;0;0;402000;750;6;1
2;3;1;3;4.6666666667;0;0;0;397000;650;6;1
11;12;1;15;13.6666666667;0;3;0.6666666667;2476000;2200;27;1
55;10;2;31;20.4166666667;1;5;0.8;1734000;1100;21;6
3;4;1;4;7.75;0;0;0;647000;800;8;1
79;15;41;96;22.5714285714;0;10;0.5;4142000;2425;33;7
13;14;1;14;15.5;0;6;1;3954000;2950;36;1
15;16;3;20;15.125;0;6;1;4407000;3000;39;1
39;40;1;49;18.487804878;1;15;0.8666666667;12782000;7575;100;3
0;1;1;1;3;0;0;0;150000;250;0;1
9;10;5;14;13.5555555556;0;3;0.6666666667;1397000;1600;20;1
0;1;1;1;3;0;0;0;150000;250;0;1
2;3;1;3;6;0;0;0;338000;500;6;1
0;1;1;1;3;0;0;0;163000;250;0;1
27;9;5;19;18.875;0;5;0.8;1861000;1025;14;2
0;1;1;1;3;0;0;0;150000;250;0;1
31;8;1;27;23.8571428571;0;6;0.5;1516000;1050;13;3
15;16;11;40;16.4666666667;0;4;0.75;3847000;2900;39;4
7;8;2;9;14.625;0;3;0.6666666667;1449000;1625;18;1
2;3;1;3;4.6666666667;0;0;0;397000;650;6;1
7;8;1;8;12.375;0;2;1;1806000;1625;18;2
47;7;2;13;18.1666666667;0;2;0.5;1007000;1050;13;2
33;34;33;112;17.8484848485;0;19;0.4210526316;8191000;5600;75;10
0;1;1;1;3;0;0;0;125000;250;0;1
10;11;2;15;14.4;0;4;0.5;2273000;1975;27;2
55;11;2;71;18.4285714286;1;16;0.5625;1944000;1450;19;11
37;4;4;31;26.25;0;0;0;871000;625;7;7
105;27;17;102;21.5384615385;0;8;0.75;5186000;5050;65;10
13;14;1;18;15.6923076923;0;7;0.7142857143;3121000;2425;33;2
27;28;11;57;17.2592592593;0;12;0.8333333333;5860000;4150;56;5
50;7;11;29;20.6666666667;0;8;0.25;1047000;1050;13;3
20;21;3;48;15.6956521739;1;7;0.4285714286;5069000;3300;44;4
1;1;11;11;0;0;0;0;0;0;0;2
2;3;1;3;6;0;0;0;394000;650;6;1
8;9;3;12;14;0;2;1;1536000;1250;16;3
50;14;14;53;21.125;1;8;0.625;2527000;1725;25;5
5;4;1;4;12.5;0;1;1;893000;1000;9;1
20;21;2;31;16.55;1;7;0.7142857143;4439000;3325;42;2
1;2;1;2;5.5;0;0;0;269000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
21;22;2;32;17.380952381;0;8;0.75;5292000;3750;50;1
3;4;1;4;9;0;0;0;849000;1000;9;1
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;5;8.4;0;1;1;1050000;1075;10;1
27;28;1;43;16.3703703704;0;12;0.8333333333;7263000;4900;66;4
85;17;4;58;20.375;0;4;0.75;2466000;2150;29;8
1;2;1;2;6;0;0;0;294000;500;3;1
50;51;19;130;19.6;0;21;0.619047619;12144000;8125;107;9
25;26;2;40;17.2;0;8;1;7626000;4400;58;3
58;1;19;19;0;0;12;0;0;0;0;8
50;51;8;216;19.2;0;10;0.8;12255000;8925;116;12
7;8;1;8;12.25;0;2;1;1637000;1525;17;2
0;1;1;1;3;0;0;0;150000;250;0;1
0;1;1;1;3;0;0;0;125000;250;0;1
9;10;1;12;13.6666666667;1;3;1;2684000;1950;24;1
10;11;4;18;13.7;0;2;1;2384000;1975;27;4
5;6;1;7;9.8;0;1;1;1595000;1250;15;1
12;2;1;2;22;0;2;1;703000;400;2;1
14;15;2;25;14.5333333333;1;7;0.7142857143;3302000;2675;36;3
0;1;1;1;3;0;0;0;113000;250;0;1
3;3;1;4;9.6666666667;0;0;0;570000;750;6;1
1;2;1;2;5.5;0;0;0;257000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
11;12;1;18;14.5833333333;0;3;0.6666666667;3433000;2750;31;2
50;51;15;133;19.18;0;47;0.4468085106;13116000;9025;118;12
3;4;1;4;7.25;0;0;0;857000;900;8;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;1;3;5.6666666667;0;0;0;386000;750;6;1
15;16;2;21;14.9333333333;0;4;1;3602000;2700;36;2
6;7;2;8;11.7142857143;0;3;0.6666666667;1466000;1375;16;1
0;1;1;1;3;0;0;0;125000;250;0;1
21;22;2;30;17.2857142857;0;8;0.75;4586000;3750;48;2
5;6;3;10;9.8333333333;0;2;1;1278000;1400;15;1
0;1;1;1;3;0;0;0;163000;250;0;1
35;36;1;57;18.75;0;21;0.6666666667;9599000;5975;76;5
21;22;4;40;16.7142857143;0;6;1;4947000;3475;47;2
2;3;1;3;9.3333333333;0;0;0;744000;750;6;1
3;4;1;4;7.75;0;0;0;873000;1000;9;1
25;6;3;13;19.2;0;6;0.6666666667;1473000;725;10;2
5;6;2;7;8.4;0;1;1;1055000;1150;14;1
0;1;1;1;3;0;0;0;113000;250;0;1
7;8;1;8;10.8571428571;0;2;1;1867000;1375;17;1
58;59;15;190;19.65;1;32;0.375;13504000;8975;121;13
13;14;1;19;15.0714285714;0;6;0.8333333333;3211000;2525;32;4
29;30;3;46;17.2068965517;0;10;0.8;7453000;5050;65;4
7;7;1;9;11.75;1;2;1;1588000;1550;19;1
46;47;13;106;19.0217391304;0;23;0.6086956522;11772000;7800;103;9
50;1;6;6;0;0;0;0;0;0;0;2
13;14;3;22;14.6153846154;0;4;0.5;3560000;2525;34;2
9;10;1;11;14.9;0;3;1;3021000;2050;25;1
50;47;9;104;21.8913043478;1;4;0.75;10679000;8025;105;6
19;3;2;7;24.5;0;1;1;466000;400;5;1
1;2;1;2;3.5;0;0;0;282000;500;3;1
39;40;1;92;19.1794871795;0;24;0.5833333333;9730000;6325;87;9
2;3;1;3;5.3333333333;0;0;0;364000;750;6;1
41;8;1;44;24.5714285714;0;0;0;1351000;950;12;6
0;1;1;1;3;0;0;0;113000;250;0;1
3;4;1;4;4;0;0;0;375000;575;7;1
0;1;1;1;3;0;0;0;113000;250;0;1
33;34;1;54;17.7272727273;0;12;0.6666666667;8424000;5850;77;4
0;1;1;1;3;0;0;0;113000;250;0;1
55;22;2;124;22.5;1;4;0.25;4724000;3675;49;11
25;26;1;55;17;0;15;0.5333333333;6672000;4475;60;9
0;1;1;1;3;0;0;0;150000;250;0;1
1;2;1;2;5.5;0;0;0;294000;500;3;1
10;11;1;11;10.9;0;3;1;1618000;1525;22;4
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
17;18;3;28;15.4705882353;0;6;0.5;3790000;3250;43;2
0;1;1;1;3;0;0;0;113000;250;0;1
1;2;3;5;3;1;0;0;276000;250;3;3
5;6;1;6;9.6666666667;0;1;1;904000;1125;12;1
17;18;1;24;15.5882352941;0;6;0.8333333333;5172000;3375;44;2
2;3;1;3;5;0;0;0;445000;750;6;1
41;8;4;21;25.1428571429;0;4;0.75;2636000;1575;19;7
50;51;5;98;19.44;0;20;0.7;11609000;8150;109;7
0;1;1;1;3;0;0;0;113000;250;0;1
19;1;5;5;0;0;1;0;0;0;0;1
0;1;1;1;3;0;0;0;150000;250;0;1
7;8;1;8;13.125;0;2;1;1614000;1725;19;1
1;2;1;2;4;0;0;0;413000;500;3;1
58;6;16;35;21.1428571429;1;0;0;1174000;725;11;5
10;11;4;15;13.7;0;1;1;2071000;1850;26;3
51;5;4;11;24.75;0;2;1;602000;375;5;3
50;21;7;125;23.85;0;18;0.1666666667;3664000;2925;40;11
58;5;30;43;19.4;1;10;0;749000;400;8;6
13;14;2;18;15.0769230769;0;3;0.6666666667;3250000;2525;33;3
1;2;1;2;5.5;0;0;0;251000;500;3;1
9;10;2;11;14.7;0;3;1;1844000;1800;22;1
29;7;1;10;21.6666666667;0;3;0.6666666667;1554000;1150;14;1
55;16;4;66;21.3571428571;1;13;0.6153846154;2180000;1200;18;10
39;5;3;10;26.25;0;3;0.3333333333;1617000;725;9;1
1;2;1;2;4.5;0;0;0;276000;500;3;1
24;14;1;20;19.5714285714;0;9;0.7777777778;4398000;2450;28;1
9;10;1;14;14.1111111111;0;2;1;1776000;1750;22;1
39;3;43;71;18;0;2;0;254000;250;3;10
12;13;1;29;15;0;3;0.6666666667;2902000;2525;30;4
0;1;1;1;3;0;0;0;150000;250;0;1
9;10;2;11;14.4444444444;0;2;1;1801000;1700;21;1
27;28;9;45;16.7777777778;0;6;1;5671000;4475;59;3
21;8;2;36;19;0;8;0.125;1249000;775;12;6
5;6;1;6;10;0;1;1;999000;1200;13;1
58;2;21;22;17;0;3;0.3333333333;111000;75;1;4
21;22;10;52;16.6666666667;0;7;0.7142857143;5326000;3625;50;3
2;3;1;3;6.6666666667;0;0;0;400000;750;6;1
11;5;1;5;13;1;1;0;669000;250;6;1
50;51;20;143;19.56;0;16;0.8125;11547000;8700;114;5
14;15;1;15;15.0714285714;0;7;0.8571428571;3639000;2600;35;1
21;22;1;33;17.0476190476;0;4;0.75;6102000;4550;59;3
4;5;1;5;9.8;0;1;1;1194000;1050;10;1
65;12;8;81;21.8333333333;1;10;0.4;2779000;1725;24;14
29;13;5;29;22.1666666667;0;9;0.5555555556;2663000;1775;25;3
4;5;1;6;9;1;1;1;1649000;1250;12;1
58;2;11;14;17;0;7;0.1428571429;127000;75;1;4
1;2;3;4;3;0;0;0;113000;250;3;1
7;8;3;15;10.1428571429;0;2;0;1594000;1650;20;4
1;2;1;2;5;0;0;0;275000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
15;16;3;21;14.8666666667;0;3;1;3784000;2825;38;1
25;26;1;35;16.8;0;9;0.8888888889;6796000;4275;57;4
9;10;3;12;14.5555555556;0;3;1;2741000;1700;21;1
9;10;1;10;13.8;0;1;1;2110000;1950;24;1
33;34;1;44;17.7878787879;0;16;0.75;8322000;5925;81;3
37;38;2;64;18.4594594595;0;20;0.7;8949000;6650;89;6
2;3;1;3;7;0;0;0;473000;750;6;1
6;7;1;8;12.75;1;2;1;2242000;1375;16;1
50;51;10;149;18.4444444444;1;19;0.6842105263;17509000;9225;121;8
3;4;1;4;7.5;0;0;0;621000;900;9;1
4;5;1;5;9.6;0;1;1;1864000;1150;11;1
0;1;1;1;3;0;0;0;113000;250;0;1
58;16;11;52;21.5625;1;3;0.3333333333;2693000;2075;28;5
1;2;1;2;5.5;0;0;0;251000;500;3;1
55;6;25;91;24.75;1;4;0;2013000;700;10;5
29;30;7;73;16.7931034483;0;14;0.6428571429;7684000;5125;66;4
5;6;5;15;12.1;1;1;1;2221000;1150;14;2
3;4;1;4;7.5;0;0;0;738000;1000;9;1
1;2;1;2;5.5;0;0;0;244000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;5;9.4;0;1;1;1054000;1150;11;1
2;3;1;4;5.3333333333;0;0;0;404000;575;4;3
21;22;2;34;16.7142857143;0;5;1;5067000;3625;47;3
1;2;1;2;4.5;0;0;0;244000;500;3;1
5;6;2;7;10;0;1;1;1570000;1400;14;1
15;16;2;17;16.4;0;6;1;4371000;3200;40;1
15;16;1;20;16.4;0;5;1;3691000;2725;35;1
1;2;1;2;7;0;0;0;307000;500;3;1
42;11;5;42;23.1818181818;1;10;0.3;2365000;1700;24;9
51;2;2;3;28;0;1;1;181000;150;2;2
33;5;9;16;22.5;0;4;0.5;996000;475;9;3
14;4;1;5;19.5;0;3;0.6666666667;1477000;725;7;1
14;15;15;43;16.3571428571;0;5;0.6;2902000;2575;33;5
10;3;2;4;21;0;0;0;297000;250;4;1
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;6;9.4;0;1;1;1673000;1250;12;1
50;9;27;54;21.2;1;9;0.5555555556;1872000;1550;19;10
9;10;1;14;13.6666666667;0;2;0.5;2053000;1700;21;1
5;6;1;6;11.1666666667;0;2;1;1270000;1400;14;1
9;10;1;17;13.9166666667;1;2;0.5;2575000;1875;23;2
39;40;3;73;18.95;1;18;0.6111111111;10303000;7000;93;4
21;22;5;51;16.3333333333;0;3;1;4268000;3725;50;5
33;34;5;42;18.4242424242;0;12;0.8333333333;8257000;5925;78;5
15;16;2;21;15.3333333333;0;4;1;3273000;2775;37;1
